gene,log2FoldChange,pvalue,padj
GENE_00096,0.616430698646071,0.0021361082728407034,0.009304419687290502
GENE_00097,0.32506047880416755,0.10774841113277658,0.13739914707061537
GENE_00098,0.3085751267383854,0.13902732139164672,0.16929776107117234
GENE_00099,0.25239664093001757,0.231076540235073,0.2607793028270771
GENE_00100,0.44388126317062326,0.05017083248519178,0.07522991825639792
GENE_00101,0.6027473193894588,0.007054880971618977,0.01899025833544812
GENE_00102,0.4328061718311629,0.026579605407128417,0.04708182133355762
GENE_00103,0.5963456474958324,0.004095466347527623,0.013488202534135074
GENE_00104,0.08676962316394743,0.6594285605317602,0.6730923349308566
GENE_00105,0.2395556691403593,0.21336243450277925,0.24339771218660647
GENE_00106,0.4263381199051546,0.06783279372774656,0.09505716609829955
GENE_00107,0.6343556084781268,0.005178699139370593,0.0156361688990658
GENE_00108,0.24764077042611632,0.2524692214527751,0.28120875635194376
GENE_00109,0.35590376090065234,0.061775732156007825,0.08835201967392423
GENE_00110,0.6972622122438459,0.0007844659971670099,0.0052410682326603925
GENE_00111,0.5496682980504808,0.007720543289162962,0.020137045615970166
GENE_00112,0.520546104322789,0.006856903944268039,0.018587432757571264
GENE_00113,0.3396383139595436,0.1376324715224813,0.1678444774664406
GENE_00114,0.5757806731618977,0.005249758093355229,0.015788746145429258
GENE_00115,0.9161302357583967,9.590254831019308e-06,0.0005262762788291118
GENE_00116,0.35808528615090296,0.1312610714959722,0.1613733359920976
GENE_00117,0.5132772658109896,0.01869910613572109,0.03672973116425278
GENE_00118,0.3585975295042738,0.08764014744431807,0.11672901897218708
GENE_00119,0.44518164134541394,0.05201549799573438,0.07727751893587041
GENE_00120,0.5612565874049471,0.009627233622635479,0.023287938129258536
GENE_00121,0.3466443434680446,0.10538204812895566,0.1350497220398547
GENE_00122,0.6988879155172736,0.00034197061638828203,0.0034063484490237032
GENE_00123,0.3607895012591582,0.08428874004317813,0.11323044068132473
GENE_00124,0.3263746139215078,0.10835414034600717,0.13792533139766697
GENE_00125,0.3685160506721443,0.07558513921828894,0.10379722496331907
GENE_00126,0.4521757228882022,0.030695244042505936,0.052405215247565064
GENE_00127,0.5978781892419125,0.011861485062420098,0.026854321394441053
GENE_00128,0.2680802988578366,0.18176780724524935,0.2124696753305077
GENE_00129,0.6521414651083877,0.0036488000592734566,0.012569066687128682
GENE_00130,0.6557238033077715,0.0008720262915074896,0.005571079982574392
GENE_00131,0.48463239088078414,0.029034327364568402,0.05026718726552701
GENE_00132,0.43295753642538415,0.04380590211613285,0.06798991481628566
GENE_00133,0.24735737035198824,0.20556481543074495,0.2356583921021953
GENE_00134,0.6665464265289129,0.0014773348709610646,0.0074991617815282465
GENE_00135,0.31604727032353974,0.11239651352660805,0.14198650015993944
GENE_00136,0.7622768168446479,0.0001621078368797391,0.0022767954617940885
GENE_00137,0.4328974838438686,0.04975020870780421,0.07478565751815008
GENE_00138,0.6534956220952735,0.0028143072415103784,0.01079519463563628
GENE_00139,0.9425686658506205,1.0580768883296279e-05,0.0005539669572406429
GENE_00140,0.5022851480171688,0.012199089851089926,0.027407526064007922
GENE_00141,0.3373184195547392,0.10187970314618208,0.13142376566844954
GENE_00142,0.5025534015504247,0.023712949925239354,0.043308105458490176
GENE_00143,0.5546002567425257,0.011861553759924613,0.026854321394441053
GENE_00144,0.5919351290479122,0.0017981362978774808,0.008422184064999911
GENE_00145,0.17716478774657762,0.3974692528071697,0.42279465249140485
GENE_00146,0.7866021466093152,0.0001367922469608749,0.0021029974437735957
GENE_00147,0.5990168649838159,0.004702921779636057,0.014736961773843767
GENE_00148,0.6380747229018944,0.0002774732218629105,0.00306939404715609
GENE_00149,0.6337347657445935,0.0023497482968159325,0.009758090933620983
GENE_00150,0.29032161210856877,0.17678769797941796,0.20720545942266522
GENE_00151,-0.07693034507038021,0.7306154078179321,0.7424198839731044
GENE_00152,0.4024231651320802,0.08850129715917875,0.11759407010254948
GENE_00153,0.41672375365625225,0.01984740019084811,0.03821952665289449
GENE_00154,0.6997809976638356,0.0004821063674798809,0.004120567243417785
GENE_00155,0.4575336412708948,0.03862373561997264,0.06173870783243708
GENE_00156,0.5261415947556181,0.010599841367707119,0.024873978993271387
GENE_00157,0.2681545242090255,0.227945553717384,0.25753649725159194
GENE_00158,0.4288946848026134,0.09294708326967688,0.12249220251670648
GENE_00159,0.6583976305630639,0.002092778071860427,0.009235560776083085
GENE_00160,0.7526979726796057,0.0008653618870151417,0.0055578798138416294
GENE_00161,0.3438980633942581,0.11314041358718237,0.1427639288166339
GENE_00162,0.7260966417567722,0.0006142273002284767,0.004611316067781356
GENE_00163,0.5158928206710289,0.005522587937155845,0.01626203750634819
GENE_00164,0.6068743926344347,0.00647165658490324,0.018016861316545767
GENE_00165,0.5778806281222408,0.0031334679087670777,0.011477904427718233
GENE_00166,0.4888542788054888,0.03434982183017724,0.05672031345802054
GENE_00167,0.28872224209049246,0.12291788334467055,0.1526930227884106
GENE_00168,0.8252306379301437,0.000112097554372726,0.001856759758818884
GENE_00169,0.4871855971712922,0.029023025788453463,0.05026502561214662
GENE_00170,0.4186915878232611,0.06318006452029928,0.08983373314417642
GENE_00171,0.5792011466156115,0.012593730288365931,0.027967422359240355
GENE_00172,0.6268391142921477,0.0016549698073621008,0.008004148488217153
GENE_00173,0.6693133250151826,0.002449197921793819,0.009988572274852442
GENE_00174,0.1695330175080345,0.4263767003640362,0.4501918491859742
GENE_00175,0.6144742411146904,0.0015240151006129313,0.007604865771521614
GENE_00176,0.7214365258815096,0.0012776779692758582,0.0069122098627898
GENE_00177,0.573755499555114,0.002952029863275007,0.01109785662885341
GENE_00178,0.2214273297447944,0.29338260600912064,0.3211632249689334
GENE_00179,0.46583624163048487,0.03381215214004903,0.05610113180695044
GENE_00180,0.5341937375611145,0.007295374844403895,0.019366537946386767
GENE_00181,0.83865304874963,0.00022636625261749548,0.0027426775496417707
GENE_00182,0.37009606627500524,0.0750321922900334,0.10316539569645732
GENE_00183,0.60619857267646,0.0014809643161375298,0.007502352158751418
GENE_00184,0.5438879282872158,0.020945176202528892,0.03961637261685057
GENE_00185,0.4649336292886188,0.03705969151422986,0.05994706359209352
GENE_00186,0.1939330919297131,0.32223798991361796,0.34946100196683433
GENE_00187,0.24441242246301353,0.2695074039568641,0.2982266282581212
GENE_00188,0.6926750499469359,0.0037331300812423703,0.01274540826644715
GENE_00189,0.03308781937156002,0.87238158714239,0.8780891667261097
GENE_00190,0.5953971710281181,0.003260000411730921,0.011726620186082448
GENE_00191,0.46852697507845686,0.01965901601644292,0.03795176837151143
GENE_00192,0.6286841093344977,0.003164694290749901,0.011548717781366355
GENE_00193,0.3545664948158702,0.08387019454692636,0.11275906768879586
GENE_00194,0.4952106328649917,0.017920486068478198,0.03569261575003609
GENE_00195,0.6586681102344079,0.0025061169674070647,0.010109386718059962
GENE_00196,0.4936495120233806,0.011714916365802778,0.026612713234445202
GENE_00197,0.8695238105534298,0.00012153333077353304,0.0019445332923765286
GENE_00198,0.7260164279925654,0.0002555382261701494,0.0029384789325777117
GENE_00199,0.6941712586312665,0.0005980772183902727,0.0045585153840722
GENE_00200,0.4463633012924131,0.030010475793721667,0.0514847757655201
GENE_00201,0.5520595414217819,0.009927048816613718,0.02378875824733697
GENE_00202,0.22812834853164876,0.2633448593280508,0.29218335662715056
GENE_00203,0.5128039851110833,0.017559751540684395,0.035211081635278016
GENE_00204,0.20605615999885174,0.3887374587837449,0.41438808099748947
GENE_00205,0.6928499497339669,0.004320855855829904,0.013983364578330717
GENE_00206,0.5019838872491729,0.014061915606296103,0.030130524118911726
GENE_00207,0.3040618171267955,0.12001183348369446,0.1496966863960265
GENE_00208,0.44238698793090325,0.05121952639812264,0.07640144152464594
GENE_00209,0.43528249929746465,0.0299632659285538,0.051439083139148155
GENE_00210,0.9263753686914376,3.289274603146528e-05,0.0009150182951381437
GENE_00211,0.43239003594813763,0.0502813832807054,0.07532791502727401
GENE_00212,0.4232605909008065,0.03703517826526874,0.05994582609642807
GENE_00213,0.4117519452053564,0.04292827326597425,0.06693945620766295
GENE_00214,0.7071645830976969,0.0008946650402770684,0.00566724673153839
GENE_00215,0.46571263959902165,0.024399589116547146,0.04429041407977337
GENE_00216,0.5423880820703415,0.01404380431239236,0.03010461803299541
GENE_00217,0.5648001684692332,0.012674374490787307,0.028081849662667326
GENE_00218,0.5070221934284174,0.012475881584332571,0.02779831012551821
GENE_00219,0.9333152020884494,8.056396779265728e-06,0.0004919752665430441
GENE_00220,0.6505335393423737,0.0029405567878841264,0.011082752570799615
GENE_00221,0.2902427035978201,0.15914641929583248,0.18943747089136112
GENE_00222,0.37643564746555747,0.10932954880124894,0.13891937585927439
GENE_00223,0.17618580838208864,0.39266953129480153,0.4182229537701582
GENE_00224,0.25198845437982076,0.26094084429077524,0.28967678096222826
GENE_00225,0.48492558664298624,0.022432721900066323,0.04155746924799245
GENE_00226,0.03618065714961549,0.8702162200315465,0.8760859962061276
GENE_00227,0.20537154879969854,0.3556596188037797,0.38226528246321984
GENE_00228,0.6560877522597783,0.002845751388981925,0.010869654212884099
GENE_00229,0.3392227194327102,0.08489696572904769,0.11380419013738055
GENE_00230,0.47312569950988337,0.02205115322291655,0.04109960745672167
GENE_00231,0.44664600762895024,0.027604434048752128,0.04842883166447742
GENE_00232,0.6699330220776849,0.005284911256189933,0.015846810363388104
GENE_00233,0.5702004113048131,0.015919441422167262,0.032903405028487445
GENE_00234,0.5919309904338084,0.005152138066360334,0.015591912092847965
GENE_00235,0.4341233388765078,0.04047595345562177,0.06391276402277242
GENE_00236,0.5032524612348661,0.016610574112230818,0.033850772594723494
GENE_00237,0.45234922089980145,0.035988804257026184,0.05872195786193725
GENE_00238,0.4047347454806989,0.0286992222291896,0.049876993794212024
GENE_00239,0.4004430468031561,0.048917377480513106,0.0738289793238301
GENE_00240,0.2689558617183394,0.17766827872040533,0.2081638301562309
GENE_00241,0.6523850049124746,0.0010337049534192761,0.006167690652859643
GENE_00242,0.09967085554821242,0.6422472294006671,0.6571648719949525
GENE_00243,0.460093775847799,0.026401369651288205,0.0468691099792086
GENE_00244,0.5463099687877833,0.009942640728828616,0.02382041382086396
GENE_00245,0.5482661943579146,0.006628624890222608,0.018275778577950392
GENE_00246,0.45109915450770455,0.026989189483676127,0.047616777494135724
GENE_00247,0.6638731513577643,0.00015918014901543842,0.0022610816621511137
GENE_00248,0.6186302753891022,0.0018478056542910203,0.008586457501352325
GENE_00249,0.42218633250660886,0.03489736480659675,0.057330975532440855
GENE_00250,0.12149389333745209,0.5325484874786878,0.5517493653944134
GENE_00251,0.5734262407267261,0.005772848345815143,0.01679139156545878
GENE_00252,0.21407113155405888,0.2735022322379085,0.3019121671684606
GENE_00253,0.30138282596825405,0.13182936934495076,0.16191276018785403
GENE_00254,0.6843393366240029,0.00034817327729486065,0.0034302102280471983
GENE_00255,0.7944263549057764,0.00024619850341940457,0.002862773295574472
GENE_00256,0.706336049866402,0.001319652646337168,0.0070381474471315625
GENE_00257,0.512241720578646,0.007398400500918805,0.01955179836395033
GENE_00258,0.4048905647601684,0.04855033529790713,0.07341650581870124
GENE_00259,0.37882507619387784,0.06045597021141473,0.08676229938492355
GENE_00260,0.7353466321421962,4.727725436795072e-05,0.0011009578189299302
GENE_00261,0.35545302130579337,0.0714220882451365,0.09912850554495004
GENE_00262,0.6065827656806864,0.0024099157662109696,0.009888862397254696
GENE_00263,0.596783467226099,0.0089314516413464,0.022095080682114007
GENE_00264,0.7267376982162919,0.0005564534430409947,0.004412439255651256
GENE_00265,0.42197492007142845,0.048487085382152295,0.07337574105067014
GENE_00266,0.5810757024259008,0.004546105380181836,0.014395520519891816
GENE_00267,0.5776255517804696,0.017260954850351905,0.03475826590888422
GENE_00268,0.34995904483679396,0.13570733418869366,0.1659419591448932
GENE_00269,0.6078323695523853,0.0024813430076606837,0.010046638750072612
GENE_00270,0.6560406685186475,0.0009529458791548148,0.0059005047287909815
GENE_00271,0.5191086833304519,0.010109937966199588,0.024059823812945236
GENE_00272,0.5904343538401413,0.008821390374729681,0.021907198473683148
GENE_00273,0.3697590295154978,0.06390356333604083,0.09064335224970331
GENE_00274,0.9686877080107079,3.531511135455761e-06,0.0003421579180473664
GENE_00275,0.7280940536269629,0.0009970448581220351,0.006086960589241322
GENE_00276,0.4701376162222166,0.03674178191626682,0.05958770988690694
GENE_00277,0.6673687634270573,0.001204973217287094,0.006727935328236147
GENE_00278,0.8032046068124057,0.0007086800454335373,0.004969705788453978
GENE_00279,0.4959230244600006,0.014444224843441253,0.03067790485756108
GENE_00280,0.16364192719426196,0.4327966415190746,0.4559509948447459
GENE_00281,0.415680544771468,0.052928303118109706,0.07827314865144884
GENE_00282,0.5612106937118355,0.007387498560209223,0.01953899970710513
GENE_00283,0.6007889697841131,0.005177680756772093,0.0156361688990658
GENE_00284,0.5671945599406367,0.006372885851757286,0.017835766355432624
GENE_00285,0.30065880630481967,0.15056743622387259,0.18075322475855052
GENE_00286,0.41203272431608085,0.05536129052032448,0.08099676740354715
GENE_00287,0.40141540091219774,0.04367163579600443,0.06784033267196639
GENE_00288,0.11084082408161144,0.5725209491291037,0.5904712759169799
GENE_00289,0.7427343884931625,0.0008453059073118981,0.005499713124996084
GENE_00290,0.0794141170071967,0.6486015408269702,0.6631239554513548
GENE_00291,0.6950682636281593,0.001710843049566018,0.008178026049550756
GENE_00292,0.5700014048487754,0.0023104368373423204,0.009681511992313277
GENE_00293,0.9404505458067494,7.831207921563467e-06,0.00048820883298635563
GENE_00294,0.42558190964872367,0.04342431728265871,0.06753393045514575
GENE_00295,0.36011981681474037,0.10066845492660469,0.1302814221905069
GENE_00296,0.7075640587620713,0.0019117118946549566,0.008721313388024437
GENE_00297,0.5060182273375098,0.008741259279768805,0.021782355543904324
GENE_00298,0.5784647685752988,0.0076989571758447175,0.020104090501739596
GENE_00299,0.3074285727488677,0.1537916170878372,0.1840273029649841
GENE_00300,0.7226719151243808,0.0005536393089517735,0.004404221482903545
GENE_00301,0.8826233591693189,8.865028950129522e-06,0.0005054430962673451
GENE_00302,0.4202002578427537,0.04220826826998129,0.06600198322123736
GENE_00303,0.5843809217465852,0.0026302609624614328,0.01036670317416365
GENE_00304,0.5518083962094353,0.013653647495621446,0.02962102991341668
GENE_00305,0.6251944742444193,0.002848506336017933,0.010869654212884099
GENE_00306,0.78610227994485,0.0005790168673845178,0.004491985006862048
GENE_00307,0.32661319227561236,0.13098246989896606,0.1610793721493103
GENE_00308,0.5935809821707627,0.00922648837715731,0.022575210122724027
GENE_00309,-0.03343504531538155,0.8782051688033352,0.8833573172731175
GENE_00310,0.39117992945314395,0.0512611773217323,0.07644084336080832
GENE_00311,0.6889076965237066,0.002230702864006997,0.00948428088438349
GENE_00312,0.5824541675209769,0.0054997941798043725,0.01622358165134033
GENE_00313,0.5391796161562139,0.018194103375574647,0.03606363404474658
GENE_00314,0.48600555031563797,0.014795021810313195,0.031226301836878842
GENE_00315,0.6359964673271028,0.0030232612622142483,0.01127661791202629
GENE_00316,0.3189451225717299,0.10958065505068884,0.1391853868292758
GENE_00317,0.4480774732889472,0.01919813043273045,0.03737226091635283
GENE_00318,0.5395468572286912,0.013584435062821771,0.029512133527746624
GENE_00319,0.3682619488340242,0.07376094709452125,0.10179540035125759
GENE_00320,-0.09623764658291467,0.628180811313741,0.6438257777121462
GENE_00321,0.49744048526925067,0.014430099323268993,0.03065668010042276
GENE_00322,0.35448317245066097,0.09400020419819907,0.1234894957937455
GENE_00323,0.4167091378260439,0.0397522479801406,0.06306917173827405
GENE_00324,0.7214559101079043,0.0003089155470685596,0.00322122572542815
GENE_00325,0.3226825533082964,0.1349171153579731,0.16509681272390248
GENE_00326,0.5621177892179494,0.009913031831894662,0.02377225858967545
GENE_00327,0.22728697611624682,0.28527776331998256,0.31359543071340285
GENE_00328,0.7401741396005574,0.0008444993303876739,0.005498042515544753
GENE_00329,0.5575714509711345,0.0035469586270740834,0.012354436179289736
GENE_00330,0.6531297428830234,0.0013716728158141868,0.007201483856478377
GENE_00331,0.38074720771050163,0.05292177014397393,0.07827314865144884
GENE_00332,0.3919183692764374,0.07036007504006761,0.09800818364684163
GENE_00333,0.6465012464332718,0.0006587029557176613,0.004811573754687882
GENE_00334,0.43318249052363456,0.05280828021101616,0.07816500919333358
GENE_00335,0.6017934668401601,0.005156684436807734,0.015591912092847965
GENE_00336,0.38322578636053173,0.10876064286339934,0.1383282619509057
GENE_00337,0.5278139948980556,0.015503353687352124,0.03228520134808855
GENE_00338,0.38224561649584565,0.08178775867297543,0.11067355706762574
GENE_00339,0.39622787118396197,0.05509603416709929,0.08069132127577518
GENE_00340,0.7118706000256321,0.002419642086698568,0.00990844425347489
GENE_00341,0.4876630800378514,0.02329329155499328,0.04270599589944082
GENE_00342,0.514127476442555,0.01398175359054866,0.030055983075489474
GENE_00343,0.09432923941048177,0.6522600858603597,0.6663967696996278
GENE_00344,0.15292918168533465,0.47185632449918935,0.49387445902041804
GENE_00345,0.5121564638900464,0.013054751066219955,0.028694426975355906
GENE_00346,0.47390143173020505,0.019546654418150487,0.03782979372585733
GENE_00347,0.7377399633440005,0.0011778235604975376,0.0066468598222208675
GENE_00348,0.37431805293265885,0.12971938005886247,0.1598379761019718
GENE_00349,0.38979398135166754,0.0648532340091585,0.09169126821597412
GENE_00350,0.32389925347684034,0.10757859791197281,0.1372876440938908
GENE_00351,0.2659528612355908,0.21873680147491653,0.24845161457850584
GENE_00352,0.37236799165556267,0.09970068215938226,0.12929669583631467
GENE_00353,0.3524652877918051,0.07771529635643638,0.10621196714013445
GENE_00354,0.9489026017559743,3.059541753279196e-05,0.0009058387667682207
GENE_00355,0.41645519994288893,0.0701145668868029,0.09770703300836524
GENE_00356,0.6693531022544503,0.0018843745502182543,0.008655831650060883
GENE_00357,0.22958240046681855,0.20371207972124464,0.23372198224098742
GENE_00358,0.5794617572383549,0.004496680971363481,0.014302420392377484
GENE_00359,0.5913303818214066,0.0044012226683697465,0.014124591361905477
GENE_00360,0.6364515004505868,0.005818556405619616,0.016884957648344794
GENE_00361,0.49649504014221524,0.016041451438596283,0.03306833939104573
GENE_00362,0.40535354162679305,0.04961104228374641,0.07460307110337805
GENE_00363,0.4202167232356251,0.04526858128887434,0.06976203003370988
GENE_00364,0.6154530326088006,0.0035222988711456236,0.01228819574306805
GENE_00365,0.5398053118791735,0.011785658911490787,0.026730911570630043
GENE_00366,0.4927983649012502,0.017557222558485314,0.035211081635278016
GENE_00367,0.6958289235383797,0.000672089486284276,0.004874065395329049
GENE_00368,0.39099982669498345,0.050708215444514516,0.07585372542186165
GENE_00369,0.23270171219368496,0.24792343698912048,0.2769957565533011
GENE_00370,0.7013689992672916,0.0013304574746783849,0.007073139152995136
GENE_00371,0.3100784317713048,0.11015392491300194,0.13965486788327905
GENE_00372,0.3826699293267657,0.06074287847744139,0.087098362928429
GENE_00373,0.6801189498670803,0.0008784413312951832,0.005595167715255944
GENE_00374,0.49573342696904454,0.002797191884469614,0.01075843032488313
GENE_00375,0.44674107823303366,0.019837744142443374,0.038212377027198687
GENE_00376,0.12974830111552205,0.5389894535767075,0.5578446010936736
GENE_00377,0.046483574234348346,0.8170528090331461,0.824889256974403
GENE_00378,0.286295181344121,0.1417087965962654,0.17175295714017952
GENE_00379,0.014170764236776101,0.9424407576114466,0.9450870012148482
GENE_00380,0.37667527179226923,0.0587501327443375,0.08486054525363132
GENE_00381,0.5547255792850958,0.005503910683471103,0.01622860737126778
GENE_00382,0.4439787555286614,0.024857737525591377,0.04474840238630311
GENE_00383,0.031865565823387065,0.8730780599448889,0.8787017511522633
GENE_00384,0.3912982284681279,0.05459113161165865,0.08013088000944951
GENE_00385,0.7955726931691309,0.0006390882677906584,0.004730483107258759
GENE_00386,0.5374704260368182,0.013997071318255448,0.030055983075489474
GENE_00387,0.47430077986041663,0.021848761048784485,0.04088690395659706
GENE_00388,0.41583757751813355,0.037568297339477155,0.06045751100656124
GENE_00389,0.5515799054594845,0.017878731652613437,0.035649418573051664
GENE_00390,0.6566728577642262,0.002222661474489761,0.00946619026614038
GENE_00391,0.5829225258919069,0.0063552689530457255,0.017801873818055255
GENE_00392,0.49983859437509714,0.016406328631493054,0.03355763679994488
GENE_00393,0.5442970629701582,0.014604456130110131,0.03092228542587986
GENE_00394,0.36560041476974003,0.08281104255911141,0.11165032029002482
GENE_00395,0.23329166513537825,0.21560647960857576,0.24536984136630904
GENE_00396,0.6651677397588927,0.001172762344834378,0.006629521451861945
GENE_00397,0.6453204932880539,0.0017868427380396345,0.008381063499247816
GENE_00398,0.84974437900257,0.00013135384899070615,0.0020547997608007995
GENE_00399,0.6213008324411087,0.002463959617179491,0.010009948333006068
GENE_00400,0.5925437866847236,0.006827410183315682,0.01855590409303739
GENE_00401,0.3556045398706509,0.05805359843831093,0.08408690387936113
GENE_00402,0.2381522627755137,0.22547188604521531,0.2552897260475717
GENE_00403,0.42187161676915164,0.03243737928091717,0.05447654700927034
